participations,driverref,points,dob,did_not_start,last_win,driverid,podiums,last_race,permanent_number,championships,country_flag,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,country
2,bussinello,0.0,1927-10-04,1,,424,0,1965-09-12,,0,🇮🇹,Bussinello,it,,0,0,,0,1,1965-08-01,0,0,1965,30,0,Roberto,0,Italy
2,bondurant,0.0,1933-04-27,0,,396,0,1965-10-24,,0,🇺🇸,Bondurant,us,,1,1,,0,1,1965-10-03,0,0,1965,23,0,Bob,0,USA
2,solana,0.0,1935-12-26,0,,382,0,1965-10-24,,0,🇲🇽,Solana,mx,,0,1,,0,1,1965-10-03,0,0,1965,27,0,Moisés,0,Mexico
2,amon,0.0,1943-07-20,0,,278,0,1965-08-01,,0,🇳🇿,Amon,nz,,0,2,,0,0,1965-06-27,0,0,1965,33,0,Chris,0,New Zealand
2,raby,0.0,1921-09-22,1,,420,0,1965-08-01,,0,🇬🇧,Raby,gb,,0,0,,0,1,1965-07-10,0,0,1965,25,0,Ian,0,UK
3,hawkins,0.0,1937-10-12,0,,406,0,1965-08-01,,0,🇦🇺,Hawkins,au,,2,1,,0,2,1965-01-01,0,0,1965,22,0,Paul,0,Australia
4,gregory,0.0,1932-02-29,0,,418,0,1965-09-12,,0,🇺🇸,Gregory,us,,1,2,,0,2,1965-06-13,0,0,1965,19,0,Masten,0,USA
5,anderson,0.0,1931-05-19,0,,383,0,1965-07-18,,0,🇬🇧,Anderson,gb,,2,3,,0,2,1965-01-01,0,0,1965,20,0,Bob,0,UK
6,hulme,5.0,1936-06-18,0,,304,0,1965-09-12,,0,🇳🇿,Hulme,nz,,3,3,,0,3,1965-05-30,0,0,1965,11,0,Denny,2,New Zealand
6,bucknum,2.0,1936-04-05,0,,405,0,1965-10-24,,0,🇺🇸,Bucknum,us,,1,4,,0,2,1965-05-30,0,0,1965,15,0,Ronnie,1,USA
7,jack_brabham,9.0,1926-04-02,0,,356,1,1965-10-24,,0,🇦🇺,Brabham,au,,4,3,,0,4,1965-01-01,0,0,1965,10,0,Jack,3,Australia
7,ireland,0.0,1930-06-12,1,,404,0,1965-10-24,,0,🇬🇧,Ireland,gb,,2,3,,0,3,1965-06-13,0,0,1965,21,0,Innes,0,UK
7,gardner,0.0,1930-10-01,0,,380,0,1965-09-12,,0,🇦🇺,Gardner,au,,1,4,,0,3,1965-01-01,0,0,1965,18,0,Frank,0,Australia
8,attwood,2.0,1940-04-04,0,,370,0,1965-10-24,,0,🇬🇧,Attwood,gb,,3,2,,0,6,1965-05-30,0,0,1965,16,0,Richard,2,UK
8,surtees,17.0,1934-02-11,0,,341,3,1965-09-12,,0,🇬🇧,Surtees,gb,,5,3,,0,5,1965-01-01,0,0,1965,5,0,John,4,UK
8,ginther,11.0,1930-08-05,0,1965-10-24,386,1,1965-10-24,,0,🇺🇸,Ginther,us,,4,3,1965-10-24,0,5,1965-05-30,0,0,1965,7,1,Richie,3,USA
9,gurney,25.0,1931-04-13,0,,364,5,1965-10-24,,0,🇺🇸,Gurney,us,,7,2,,0,7,1965-01-01,0,0,1965,4,0,Dan,6,USA
9,spence,10.0,1936-12-30,0,,374,1,1965-10-24,,0,🇬🇧,Spence,gb,,6,2,,0,7,1965-01-01,0,0,1965,8,0,Mike,3,UK
9,clark,54.0,1936-03-04,0,1965-08-01,373,6,1965-10-24,,1,🇬🇧,Clark,gb,,7,2,1965-01-01,0,7,1965-01-01,6,0,1965,1,6,Jim,6,UK
