participations,driverref,points,dob,did_not_start,last_win,driverid,podiums,last_race,permanent_number,championships,country_flag,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,country
15,patrese,2.0,1954-04-17,0,,119,0,1979-10-07,,0,🇮🇹,Patrese,it,,3,9,,0,6,1979-01-21,0,0,1979,20,0,Riccardo,1,Italy
15,laffite,36.0,1943-11-21,0,1979-02-04,172,6,1979-10-07,,0,🇫🇷,Laffite,fr,,7,8,1979-01-21,0,7,1979-01-21,4,0,1979,4,2,Jacques,6,France
15,mario_andretti,14.0,1940-02-28,0,,207,1,1979-10-07,,0,🇺🇸,Andretti,us,,6,9,,0,6,1979-01-21,0,0,1979,12,0,Mario,5,USA
15,mass,3.0,1946-09-30,2,,200,0,1979-10-07,,0,🇩🇪,Mass,de,,7,4,,0,9,1979-01-21,0,0,1979,18,0,Jochen,3,Germany
15,scheckter,60.0,1950-01-29,0,1979-09-09,222,6,1979-10-07,,1,🇿🇦,Scheckter,za,,13,2,1979-05-13,0,13,1979-01-21,1,0,1979,1,3,Jody,12,South Africa
2,zunino,0.0,1949-04-13,0,,217,0,1979-10-07,,0,🇦🇷,Zunino,ar,,1,1,,0,1,1979-09-30,0,0,1979,24,0,Ricardo,0,Argentina
2,ribeiro,0.0,1948-11-07,2,,237,0,1979-10-07,,0,🇧🇷,Ribeiro,br,,0,0,,0,0,1979-09-30,0,0,1979,36,0,Alex,0,Brazil
3,surer,0.0,1951-09-18,2,,176,0,1979-10-07,,0,🇨🇭,Surer,ch,,0,1,,0,0,1979-09-09,0,0,1979,33,0,Marc,0,Switzerland
3,brancatelli,0.0,1950-01-18,3,,234,0,1979-05-27,,0,🇮🇹,Brancatelli,it,,0,0,,0,0,1979-04-29,0,0,1979,35,0,Gianfranco,0,Italy
3,brambilla,0.0,1937-11-11,1,,230,0,1979-10-07,,0,🇮🇹,Brambilla,it,,0,1,,0,1,1979-09-09,0,0,1979,30,0,Vittorio,0,Italy
4,giacomelli,0.0,1952-09-10,0,,152,0,1979-10-07,,0,🇮🇹,Giacomelli,it,,0,3,,0,1,1979-05-13,0,0,1979,32,0,Bruno,0,Italy
5,gaillard,0.0,1952-02-12,3,,236,0,1979-08-26,,0,🇫🇷,Gaillard,fr,,0,1,,0,1,1979-07-01,0,0,1979,31,0,Patrick,0,France
7,hunt,0.0,1947-08-29,0,,231,0,1979-05-27,,0,🇬🇧,Hunt,gb,,1,6,,0,1,1979-01-21,0,0,1979,27,0,James,0,UK
7,depailler,22.0,1944-08-09,0,1979-04-29,221,2,1979-05-27,,0,🇫🇷,Depailler,fr,,5,2,1979-04-29,0,5,1979-01-21,0,0,1979,6,1,Patrick,5,France
8,keke_rosberg,0.0,1948-12-06,1,,177,0,1979-10-07,,0,🇫🇮,Rosberg,fi,,1,6,,0,1,1979-07-01,0,0,1979,29,0,Keke,0,Finland
8,ickx,3.0,1945-01-01,0,,235,0,1979-10-07,,0,🇧🇪,Ickx,be,,2,6,,0,2,1979-07-01,0,0,1979,17,0,Jacky,2,Belgium
