participations,driverref,points,dob,did_not_start,last_win,driverid,podiums,last_race,permanent_number,championships,country_flag,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,country
5,perkins,0.0,1950-03-18,2,,256,0,1977-07-03,,0,🇦🇺,Perkins,au,,0,1,,0,2,1977-01-23,0,0,1977,38,0,Larry,0,Australia
5,ashley,0.0,1947-10-26,4,,270,0,1977-10-09,,0,🇬🇧,Ashley,gb,,0,0,,0,1,1977-08-14,0,0,1977,42,0,Ian,0,UK
5,ertl,0.0,1948-08-31,2,,229,0,1977-07-03,,0,🇦🇹,Ertl,at,,1,1,,0,2,1977-05-08,0,0,1977,30,0,Harald,0,Austria
5,jabouille,0.0,1942-10-01,1,,219,0,1977-10-09,,0,🇫🇷,Jabouille,fr,,0,4,,0,0,1977-07-16,0,0,1977,45,0,Jean-Pierre,0,France
5,zorzi,1.0,1946-12-12,0,,254,0,1977-05-08,,0,🇮🇹,Zorzi,it,,1,4,,0,1,1977-01-09,0,0,1977,21,0,Renzo,1,Italy
6,rebaque,0.0,1956-02-05,5,,212,0,1977-08-28,,0,🇲🇽,Rebaque,mx,,0,1,,0,0,1977-06-05,0,0,1977,47,0,Hector,0,Mexico
6,hayje,0.0,1949-05-03,4,,257,0,1977-08-28,,0,🇳🇱,Lunger,nl,,0,2,,0,0,1977-03-05,0,0,1977,46,0,Boy,0,Netherlands
6,henton,0.0,1946-09-19,4,,205,0,1977-09-11,,0,🇬🇧,Henton,gb,,1,1,,0,1,1977-04-03,0,0,1977,34,0,Brian,0,UK
7,villota,0.0,1946-07-26,5,,208,0,1977-09-11,,0,🇪🇸,de Villota,es,,0,0,,0,2,1977-05-08,0,0,1977,40,0,Emilio,0,Spain
8,merzario,0.0,1943-03-11,3,,232,0,1977-08-28,,0,🇮🇹,Merzario,it,,0,4,,0,1,1977-05-08,0,0,1977,41,0,Arturo,0,Italy
9,patrese,1.0,1954-04-17,0,,119,0,1977-10-23,,0,🇮🇹,Patrese,it,,4,4,,0,5,1977-05-22,0,0,1977,20,0,Riccardo,1,Italy
9,tambay,5.0,1949-06-25,2,,175,0,1977-10-23,,0,🇫🇷,Tambay,fr,,3,4,,0,3,1977-07-03,0,0,1977,18,0,Patrick,3,France
